"id"	"num"	"neg.score"	"neg.p.value"	"neg.fdr"	"neg.rank"	"neg.goodsgrna"	"neg.lfc"	"pos.score"	"pos.p.value"	"pos.fdr"	"pos.rank"	"pos.goodsgrna"	"pos.lfc"
"216"	"BIRC2"	3	0.0015882	0.0045282	0.429975	216	1	0.079463	0.56573	0.56594	1	9359	0	0.079463
"217"	"SLC34A3"	4	0.001615	0.0058263	0.476704	217	3	-0.39076	0.97711	0.97718	1	17406	0	-0.39076
"218"	"PEX12"	4	0.0016177	0.005835	0.476704	218	2	-0.33434	0.77289	0.77241	1	13186	0	-0.33434
"219"	"CAPG"	4	0.0016341	0.0058954	0.479462	219	3	-0.28463	0.96931	0.96921	1	17227	0	-0.28463
"220"	"ACSL5"	4	0.0016657	0.0059831	0.483005	220	2	-0.2139	0.2406	0.33751	1	5182	1	-0.2139
"221"	"HCST"	4	0.0016698	0.0059924	0.483005	221	2	-0.29783	0.87936	0.87884	1	15290	0	-0.29783
"222"	"NOS1AP"	4	0.0017143	0.0060999	0.486994	222	2	-0.32107	0.95009	0.94999	1	16806	0	-0.32107
"223"	"ERI3"	4	0.0017221	0.0061251	0.486994	223	2	-0.086923	0.56788	0.57045	1	9391	1	-0.086923
"224"	"DNAJC27"	4	0.0017272	0.0061399	0.486994	224	3	-0.4911	0.81245	0.81203	1	13955	0	-0.4911
"225"	"CCDC107"	4	0.00173	0.0061498	0.486994	225	3	-0.41906	0.99556	0.99565	1	17835	0	-0.41906
"226"	"HDLBP"	2	0.0017333	0.0033399	0.381065	226	2	-0.52613	0.99827	0.99821	1	17936	0	-0.52613
"227"	"HES5"	4	0.0017903	0.0063165	0.498011	227	3	-0.43302	0.90669	0.9064	1	15863	0	-0.43302
"228"	"SSX5"	2	0.0018022	0.003494	0.387019	228	2	-1.2845	0.9982	0.99813	1	17933	0	-1.2845
"229"	"CPEB3"	4	0.0018276	0.0064059	0.501174	229	3	-0.36689	0.87468	0.8742	1	15186	0	-0.36689
"230"	"FGL2"	4	0.0018349	0.0064256	0.501174	230	2	-0.20633	0.50666	0.51882	1	8400	1	-0.20633
"231"	"OR4L1"	4	0.0018392	0.0064399	0.501174	231	3	-0.46848	0.96004	0.9599	1	17032	0	-0.46848
"232"	"SOX5"	4	0.0018733	0.0065293	0.503956	232	3	-0.34541	0.77474	0.7742	1	13234	0	-0.34541
"233"	"PRPF38A"	4	0.0018753	0.0065315	0.503956	233	3	-0.41234	0.89748	0.89716	1	15660	0	-0.41234
"234"	"NIT2"	4	0.001896	0.0065863	0.506025	234	3	-0.40794	0.99015	0.99023	1	17721	0	-0.40794
"235"	"SERTAD1"	4	0.0019368	0.0066954	0.509818	235	3	-0.44147	0.86729	0.86682	1	15045	0	-0.44147
"236"	"MRPL21"	4	0.0019428	0.0067086	0.509818	236	3	-0.36328	0.97135	0.97131	1	17271	0	-0.36328
"237"	"CLU"	4	0.0019539	0.0067338	0.509818	237	3	-0.2778	0.96783	0.96774	1	17192	0	-0.2778
"238"	"STK24"	4	0.0019579	0.0067486	0.509818	238	3	-0.53228	0.38745	0.43039	1	6781	1	-0.53228
"239"	"PLA2G2F"	4	0.0019994	0.0068556	0.51389	239	2	-0.68414	0.93666	0.93649	1	16485	0	-0.68414
"240"	"KLHDC9"	4	0.0020026	0.0068654	0.51389	240	3	-0.69042	0.99617	0.99625	1	17854	0	-0.69042
"241"	"FIBCD1"	4	0.0020115	0.0068879	0.51389	241	2	-0.22194	0.92174	0.92153	1	16160	0	-0.22194
"242"	"CARD14"	4	0.0020606	0.007008	0.519139	242	2	-0.13543	0.59409	0.59451	1	9827	1	-0.13543
"243"	"LYNX1"	4	0.0020751	0.0070497	0.519139	243	3	-0.39445	0.99705	0.99708	1	17880	0	-0.39445
"244"	"CXCR6"	4	0.0020846	0.0070716	0.519139	244	3	-0.30992	0.82934	0.82866	1	14286	0	-0.30992
"245"	"FBXO27"	4	0.0021195	0.0071758	0.519139	245	3	-0.43733	0.98319	0.98327	1	17564	0	-0.43733
"246"	"NPC1L1"	4	0.0021468	0.0072433	0.519139	246	3	-0.39685	0.92643	0.92618	1	16266	0	-0.39685
"247"	"CHST8"	4	0.0021558	0.0072619	0.519139	247	3	-0.30484	0.9794	0.97949	1	17469	0	-0.30484
"248"	"ACSS1"	4	0.0021734	0.0073063	0.519139	248	1	-0.077701	0.37721	0.4233	1	6650	1	-0.077701
"249"	"TMEM120B"	4	0.0021813	0.0073233	0.519139	249	2	-0.25234	0.72409	0.72354	1	12246	0	-0.25234
"250"	"GUSB"	4	0.0022154	0.0074177	0.519139	250	3	-0.32756	0.92482	0.92461	1	16223	0	-0.32756
"251"	"SLAMF8"	4	0.0022192	0.0074275	0.519139	251	3	-0.37977	0.85003	0.84942	1	14698	0	-0.37977
"252"	"TTC24"	4	0.0022298	0.0074536	0.519139	252	1	0.30654	0.03687	0.087503	0.926406	1683	2	0.30654
"253"	"EXOC3L2"	2	0.0022303	0.0043506	0.426899	253	2	-1.6881	0.99777	0.99768	1	17913	0	-1.6881
"254"	"ZNF808"	4	0.0022395	0.0074741	0.519139	254	3	-0.32959	0.15821	0.2508	1	3836	1	-0.32959
"255"	"AGTPBP1"	4	0.0022661	0.0075399	0.519139	255	3	-0.32277	0.84582	0.84519	1	14610	0	-0.32277
"256"	"UBL3"	4	0.0022694	0.0075454	0.519139	256	3	-0.36224	0.99737	0.9974	1	17897	0	-0.36224
"257"	"TMIGD2"	4	0.0022761	0.0075663	0.519139	257	3	-0.33854	0.44351	0.47033	1	7506	1	-0.33854
"258"	"ROR1"	4	0.0022772	0.0075712	0.519139	258	3	-0.35798	0.97031	0.97022	1	17252	0	-0.35798
"259"	"ACVR1"	4	0.0022862	0.0075855	0.519139	259	1	-0.12671	0.95588	0.95573	1	16942	0	-0.12671
"260"	"KMT2E"	4	0.0022995	0.0076206	0.519139	260	3	-0.35812	0.69458	0.69386	1	11689	0	-0.35812
"261"	"ZNF891"	4	0.002309	0.0076491	0.519139	261	2	-0.19332	0.46954	0.4898	1	7872	1	-0.19332
"262"	"GEMIN2"	4	0.0023141	0.0076644	0.519139	262	3	-0.42138	0.92933	0.92906	1	16322	0	-0.42138
"263"	"TMEM254"	4	0.0023175	0.0076721	0.519139	263	3	-0.36972	0.90014	0.89977	1	15717	0	-0.36972
"264"	"RFC1"	4	0.0023317	0.0077088	0.519139	264	3	-0.38948	0.96698	0.96689	1	17173	0	-0.38948
"265"	"ANKRD63"	4	0.002335	0.0077176	0.519139	265	3	-0.41093	0.96192	0.9618	1	17075	0	-0.41093
"266"	"CCNB2"	4	0.0023356	0.0077182	0.519139	266	3	-0.43793	0.99791	0.99794	1	17917	0	-0.43793
"267"	"FZD4"	4	0.0023426	0.0077346	0.519139	267	2	-0.14458	0.87526	0.87478	1	15198	0	-0.14458
"268"	"DCBLD1"	4	0.0023765	0.007818	0.521543	268	3	-0.3263	0.99448	0.99459	1	17811	0	-0.3263
"269"	"PDE4DIP"	4	0.0023841	0.0078437	0.521543	269	2	-0.34399	0.813	0.81257	1	13966	0	-0.34399
"270"	"COL6A2"	4	0.002399	0.0078783	0.521543	270	1	-0.17727	0.87717	0.87666	1	15239	0	-0.17727
"271"	"FBXL6"	4	0.0024018	0.007886	0.521543	271	3	-0.40607	0.97345	0.9734	1	17320	0	-0.40607
"272"	"NGLY1"	4	0.0024238	0.0079551	0.522913	272	3	-0.4243	0.23039	0.33161	1	5096	1	-0.4243
"273"	"ZDHHC24"	4	0.0024342	0.0079797	0.522913	273	3	-0.45867	0.98275	0.98282	1	17557	0	-0.45867
"274"	"ZNF106"	4	0.0024552	0.0080362	0.522913	274	3	-0.35416	0.99815	0.99819	1	17931	0	-0.35416
"275"	"TRIP6"	4	0.0024599	0.008056	0.522913	275	3	-0.30021	0.55185	0.55637	1	9129	1	-0.30021
"276"	"DDX51"	4	0.0024704	0.0080817	0.522913	276	3	-0.327	0.97474	0.97473	1	17347	0	-0.327
"277"	"LSP1"	4	0.0024937	0.0081295	0.522913	277	2	-0.27337	0.48537	0.50208	1	8085	1	-0.27337
"278"	"CCNYL1"	4	0.0024999	0.0081432	0.522913	278	3	-0.70966	0.97871	0.9788	1	17449	0	-0.70966
"279"	"ZNF579"	4	0.0025106	0.0081689	0.522913	279	3	-0.43442	0.99801	0.99804	1	17926	0	-0.43442
"280"	"MDH1B"	4	0.0025139	0.0081744	0.522913	280	2	-0.20919	0.26044	0.34919	1	5367	1	-0.20919
"281"	"TG"	4	0.0025308	0.008215	0.522913	281	3	-0.23111	0.91913	0.91892	1	16101	0	-0.23111
"282"	"C19orf12"	4	0.0025546	0.0082841	0.522913	282	2	-0.26554	0.66121	0.6605	1	11062	0	-0.26554
"283"	"MAML2"	4	0.0025631	0.0083016	0.522913	283	3	-0.30777	0.83236	0.83172	1	14357	0	-0.30777
"284"	"PGR"	4	0.0025682	0.0083148	0.522913	284	2	-0.32237	0.89574	0.89537	1	15626	0	-0.32237
"285"	"SRM"	4	0.0025776	0.0083395	0.522913	285	3	-0.26249	0.97407	0.97401	1	17330	0	-0.26249
"286"	"ADRB3"	4	0.0025784	0.0083411	0.522913	286	2	-0.3528	0.71963	0.71897	1	12160	0	-0.3528
"287"	"ZNF157"	3	0.0026567	0.0074522	0.519139	287	3	-0.49971	0.99734	0.99738	1	17894	0	-0.49971
"288"	"TEKT4"	4	0.0026753	0.0085852	0.53549	288	3	-0.32558	0.40433	0.44211	1	7007	1	-0.32558
"289"	"C3orf65"	4	0.002681	0.0086011	0.53549	289	1	0.063244	0.20957	0.31839	1	4901	2	0.063244
"290"	"C21orf119"	3	0.002733	0.0076655	0.519139	290	3	-0.50241	0.99727	0.99731	1	17891	0	-0.50241
"291"	"CEBPA"	4	0.0027374	0.008748	0.542768	291	1	0.094774	0.29139	0.36779	1	5676	1	0.094774
"292"	"RGL4"	4	0.002759	0.0088062	0.542916	292	2	-0.19095	0.5553	0.55933	1	9184	1	-0.19095
"293"	"CHIT1"	4	0.0027731	0.0088462	0.543258	293	2	-0.22988	0.79464	0.79421	1	13578	0	-0.22988
"294"	"B4GALT7"	4	0.0027938	0.0088988	0.544638	294	1	-0.11689	0.9206	0.92038	1	16129	0	-0.11689
"295"	"APH1B"	4	0.0028501	0.0090672	0.551205	295	1	-0.070648	0.77175	0.77129	1	13166	0	-0.070648
"296"	"PON2"	4	0.0028843	0.0091522	0.554505	296	3	-0.25046	0.94755	0.94746	1	16737	0	-0.25046
"297"	"MAPKAPK3"	4	0.0029065	0.0092092	0.556095	297	1	-0.060625	0.68445	0.6838	1	11495	0	-0.060625
"298"	"MAGEF1"	4	0.003	0.009439	0.56575	298	3	-0.3166	0.98327	0.98335	1	17565	0	-0.3166
"299"	"C21orf2"	4	0.0030067	0.0094554	0.56575	299	3	-0.31484	0.31351	0.38163	1	5889	1	-0.31484
"300"	"CYTIP"	4	0.0030107	0.0094631	0.56575	300	3	-0.29783	0.13786	0.22386	1	3414	1	-0.29783
"301"	"KLHL18"	4	0.0030308	0.0095179	0.56715	301	3	-0.31894	0.98438	0.98444	1	17597	0	-0.31894
"302"	"CRKL"	4	0.0030756	0.0096227	0.567848	302	1	-0.099727	0.95847	0.95838	1	16992	0	-0.099727
"303"	"METTL20"	4	0.0030847	0.0096446	0.567848	303	3	-0.33031	0.99566	0.99574	1	17837	0	-0.33031
"304"	"ZNF219"	4	0.0031304	0.0097565	0.567848	304	2	-0.40419	0.97606	0.97608	1	17385	0	-0.40419
"305"	"OR4C6"	4	0.0031338	0.0097625	0.567848	305	3	-0.25411	0.91462	0.91441	1	16014	0	-0.25411
"306"	"LGALS13"	4	0.0031365	0.0097691	0.567848	306	3	-0.3137	0.99424	0.99436	1	17804	0	-0.3137
"307"	"NECAB1"	3	0.0031498	0.0088105	0.542916	307	3	-0.83654	0.99572	0.9958	1	17842	0	-0.83654
"308"	"PCDHA11"	4	0.0031567	0.0098256	0.567848	308	3	-0.35418	0.99313	0.99324	1	17785	0	-0.35418
"309"	"C1S"	4	0.0031654	0.0098508	0.567848	309	3	-0.80807	0.78045	0.77994	1	13340	0	-0.80807
"310"	"HOXA4"	4	0.0031718	0.0098673	0.567848	310	3	-0.68322	0.023214	0.058315	0.80373	1294	1	-0.68322
"311"	"GFOD1"	4	0.0031884	0.0099062	0.567848	311	2	-0.091263	0.85795	0.85751	1	14853	0	-0.091263
"312"	"RAB9A"	4	0.0032264	0.01001	0.567848	312	3	-0.24686	0.1077	0.18378	1	2858	1	-0.24686
"313"	"LUC7L"	4	0.0032286	0.010015	0.567848	313	2	-0.26488	0.96391	0.96382	1	17114	0	-0.26488
"314"	"KRT74"	4	0.003232	0.010024	0.567848	314	3	-0.22892	0.98428	0.98435	1	17594	0	-0.22892
"315"	"ITGB3"	4	0.0032348	0.010033	0.567848	315	3	-0.43269	0.6513	0.65063	1	10869	0	-0.43269
"316"	"ELAVL2"	4	0.0032447	0.010065	0.567899	316	2	-0.056249	0.0052722	0.015694	0.392454	718	1	-0.056249
"317"	"DET1"	4	0.0032769	0.01015	0.570911	317	3	-0.32527	0.99592	0.99601	1	17848	0	-0.32527
"318"	"OR10J3"	4	0.0033011	0.010208	0.570993	318	1	0.044075	0.83291	0.8323	1	14366	0	0.044075
"319"	"NAGA"	4	0.0033038	0.010215	0.570993	319	3	-0.3247	0.99808	0.99812	1	17929	0	-0.3247
"320"	"POLR2J"	4	0.0033508	0.010331	0.573246	320	3	-0.38618	0.99816	0.9982	1	17932	0	-0.38618
"321"	"ADNP"	4	0.0033574	0.010348	0.573246	321	2	-0.012597	0.14175	0.22898	1	3503	2	-0.012597
"322"	"RPN2"	4	0.0033809	0.010409	0.573246	322	3	-0.32779	0.97909	0.97918	1	17458	0	-0.32779
"323"	"ARID3A"	4	0.0033852	0.010414	0.573246	323	3	-0.27858	0.078405	0.14443	1	2344	1	-0.27858
"324"	"OTOF"	4	0.0034453	0.010559	0.578626	324	2	-0.18027	0.65104	0.65038	1	10865	0	-0.18027
"325"	"DEFB132"	3	0.0034604	0.0096227	0.567848	325	3	-0.33385	0.99654	0.99658	1	17867	0	-0.33385
"326"	"PLS3"	4	0.0034701	0.010628	0.578626	326	1	-0.035708	0.78028	0.77979	1	13335	0	-0.035708
"327"	"FARSB"	4	0.0034709	0.010628	0.578626	327	3	-0.30604	0.64996	0.64932	1	10848	0	-0.30604
"328"	"BIRC6"	4	0.0034753	0.01064	0.578626	328	3	-0.46066	0.87331	0.87286	1	15156	0	-0.46066
"329"	"RHOQ"	4	0.0035085	0.01073	0.578869	329	2	-0.29477	0.78249	0.78202	1	13364	0	-0.29477
"330"	"CCDC176"	4	0.0035179	0.010756	0.578869	330	3	-0.41258	0.86949	0.86903	1	15087	0	-0.41258
"331"	"DPP10"	4	0.0035265	0.010768	0.578869	331	2	-0.15135	0.3613	0.4126	1	6467	1	-0.15135
"332"	"DPM1"	4	0.0035283	0.010773	0.578869	332	2	-0.33614	0.77352	0.77301	1	13205	0	-0.33614
"333"	"H1FOO"	4	0.0035522	0.010829	0.580192	333	3	-0.37215	0.37029	0.41863	1	6569	1	-0.37215
"334"	"WDR61"	4	0.0035762	0.010883	0.580668	334	2	-0.26792	0.93907	0.93894	1	16540	0	-0.26792
"335"	"WHSC1L1"	3	0.0035763	0.0099451	0.567848	335	1	-0.084132	0.79048	0.79053	1	13511	0	-0.084132
"336"	"SIX6"	4	0.0035828	0.010903	0.580668	336	1	-0.14651	0.20211	0.30861	1	4740	1	-0.14651
"337"	"ELK1"	4	0.0036123	0.010986	0.583228	337	2	-0.36898	0.46848	0.48902	1	7853	1	-0.36898
"338"	"GALNTL5"	4	0.0036392	0.011061	0.583228	338	1	-0.14326	0.83106	0.83042	1	14325	0	-0.14326
"339"	"LPGAT1"	4	0.0036479	0.011084	0.583228	339	3	-0.37232	0.80492	0.80451	1	13800	0	-0.37232
"340"	"VEPH1"	4	0.0036555	0.011105	0.583228	340	3	-0.28951	0.51433	0.52493	1	8520	1	-0.28951
"341"	"SULT2B1"	4	0.0036767	0.011157	0.583228	341	3	-0.35358	0.83676	0.83613	1	14436	0	-0.35358
"342"	"IDUA"	4	0.003685	0.011176	0.583228	342	2	-0.25294	0.86955	0.86909	1	15088	0	-0.25294
"343"	"KDM5A"	4	0.0036858	0.011177	0.583228	343	3	-0.50604	0.42441	0.45638	1	7255	1	-0.50604
"344"	"NUP133"	3	0.0037441	0.010395	0.573246	344	3	-0.7249	0.99626	0.9963	1	17857	0	-0.7249
"345"	"C4orf50"	4	0.0037655	0.011377	0.589251	345	3	-0.3337	0.98105	0.98111	1	17517	0	-0.3337
"346"	"ETHE1"	4	0.0037686	0.011386	0.589251	346	3	-0.29906	0.99632	0.99639	1	17861	0	-0.29906
"347"	"CCDC65"	4	0.0037707	0.01139	0.589251	347	2	-0.3979	0.99228	0.9924	1	17765	0	-0.3979
"348"	"PKIG"	4	0.0037872	0.01143	0.589604	348	2	-0.41459	0.97601	0.97603	1	17381	0	-0.41459
"349"	"LEUTX"	4	0.0038213	0.011514	0.592268	349	3	-0.36574	0.90639	0.90609	1	15858	0	-0.36574
"350"	"AMD1"	4	0.0038416	0.011566	0.59323	350	3	-0.30401	0.1417	0.2289	1	3499	1	-0.30401
"351"	"PUM2"	4	0.003906	0.011717	0.595677	351	3	-0.35494	0.1419	0.22917	1	3508	1	-0.35494
"352"	"MAPK6"	4	0.0039199	0.011749	0.595677	352	3	-0.36599	0.99473	0.99484	1	17812	0	-0.36599
"353"	"PANK3"	4	0.0039209	0.01175	0.595677	353	1	-0.096283	0.81307	0.81264	1	13967	0	-0.096283
"354"	"VWCE"	4	0.0039266	0.011761	0.595677	354	3	-0.37586	0.93154	0.93125	1	16369	0	-0.37586
"355"	"GSDMC"	4	0.0039325	0.011779	0.595677	355	2	-0.26402	0.98511	0.98519	1	17619	0	-0.26402
"356"	"ANO6"	4	0.0039441	0.011811	0.595677	356	3	-0.33022	0.77337	0.77286	1	13201	0	-0.33022
"357"	"PPARD"	4	0.0039772	0.011892	0.597255	357	3	-0.39581	0.98024	0.98033	1	17494	0	-0.39581
"358"	"MOG"	4	0.0039919	0.011933	0.597255	358	3	-0.47652	0.35294	0.40695	1	6366	1	-0.47652
"359"	"FAM210B"	4	0.0039955	0.011942	0.597255	359	2	-0.15446	0.52224	0.53151	1	8648	1	-0.15446
"360"	"ZNF18"	4	0.0040418	0.012059	0.599146	360	3	-0.34137	0.9801	0.98019	1	17492	0	-0.34137
"361"	"SHCBP1"	4	0.0040506	0.012083	0.599146	361	2	-0.25123	0.22881	0.3307	1	5080	1	-0.25123
"362"	"HSP90AB1"	4	0.0040515	0.012085	0.599146	362	3	-0.33925	0.84657	0.84596	1	14628	0	-0.33925
"363"	"TAF5"	4	0.0040645	0.012112	0.599146	363	3	-0.30104	0.88679	0.88636	1	15438	0	-0.30104
"364"	"ENPEP"	4	0.0040899	0.012179	0.600809	364	2	-0.079899	0.40758	0.44434	1	7048	1	-0.079899
"365"	"EDIL3"	4	0.0041215	0.012257	0.602976	365	3	-0.27988	0.82187	0.82133	1	14135	0	-0.27988
"366"	"TRAFD1"	4	0.0041462	0.012323	0.603598	366	2	-0.27841	0.78791	0.7875	1	13466	0	-0.27841
"367"	"C1orf145"	4	0.0041526	0.012336	0.603598	367	3	-0.3104	0.88672	0.88629	1	15436	0	-0.3104
"368"	"NQO1"	4	0.0042154	0.012494	0.608557	368	3	-0.56425	0.97797	0.97806	1	17427	0	-0.56425
"369"	"EDN1"	4	0.0042588	0.012606	0.608557	369	3	-0.17729	0.88609	0.88565	1	15427	0	-0.17729
"370"	"REXO1"	4	0.0042657	0.012618	0.608557	370	2	-0.27589	0.91995	0.91974	1	16112	0	-0.27589
"371"	"KRBA2"	4	0.0042744	0.01264	0.608557	371	2	-0.32583	0.77586	0.77533	1	13254	0	-0.32583
"372"	"SNURF"	4	0.0042832	0.012663	0.608557	372	2	-0.28881	0.9389	0.93877	1	16533	0	-0.28881
"373"	"GALP"	4	0.0042871	0.012674	0.608557	373	3	-0.35831	0.88655	0.88613	1	15434	0	-0.35831
"374"	"TMEM63A"	4	0.0042989	0.012699	0.608557	374	3	-0.28972	0.61623	0.61569	1	10238	1	-0.28972
"375"	"ATP8B2"	4	0.0043056	0.012712	0.608557	375	3	-0.29401	0.97237	0.97233	1	17295	0	-0.29401
"376"	"SLC25A13"	4	0.0043174	0.012741	0.608557	376	3	-0.25988	0.88771	0.88729	1	15455	0	-0.25988
"377"	"CD37"	4	0.0043427	0.012803	0.609904	377	3	-0.2963	0.89056	0.89014	1	15521	0	-0.2963
"378"	"RPL41"	4	0.0043715	0.012871	0.611555	378	1	-0.010548	0.36877	0.41762	1	6555	1	-0.010548
"379"	"GDI2"	4	0.0043954	0.012932	0.612835	379	3	-0.29753	0.97888	0.97896	1	17454	0	-0.29753
"380"	"UBE2S"	4	0.0044278	0.013014	0.613051	380	1	-0.027532	0.3577	0.41014	1	6424	1	-0.027532
"381"	"PCDH12"	4	0.0044284	0.013014	0.613051	381	2	-0.30732	0.99531	0.99541	1	17831	0	-0.30732
"382"	"MAPK3"	4	0.0044417	0.013042	0.613051	382	3	-0.38063	0.74564	0.74512	1	12683	0	-0.38063
"383"	"NCAPD3"	4	0.0044553	0.013073	0.613051	383	3	-0.42755	0.2353	0.33446	1	5140	1	-0.42755
"384"	"NKX2-6"	4	0.0045085	0.013219	0.618312	384	3	-0.39915	0.83233	0.83168	1	14356	0	-0.39915
"385"	"CXorf38"	4	0.0045367	0.013282	0.618697	385	3	-0.26496	0.99411	0.99423	1	17800	0	-0.26496
"386"	"APRT"	4	0.0045404	0.013296	0.618697	386	1	-0.14515	0.47847	0.49673	1	7994	1	-0.14515
"387"	"ZBTB8OS"	4	0.0045624	0.013354	0.619805	387	2	-0.38821	0.91011	0.90987	1	15936	0	-0.38821
"388"	"ACTL9"	4	0.0045967	0.013438	0.622125	388	3	-0.34777	0.97584	0.97584	1	17373	0	-0.34777
"389"	"HYAL4"	4	0.004612	0.013476	0.622192	389	2	-0.25806	0.59135	0.59191	1	9782	1	-0.25806
"390"	"NDUFV1"	4	0.0046392	0.013542	0.622192	390	2	-0.3221	0.97804	0.97813	1	17428	0	-0.3221
"391"	"TMEM194B"	4	0.0046528	0.013577	0.622192	391	2	-0.34036	0.62389	0.62331	1	10365	1	-0.34036
"392"	"MYBPHL"	4	0.004653	0.013578	0.622192	392	2	-0.13152	0.69507	0.69432	1	11701	0	-0.13152
"393"	"ESYT1"	2	0.004698	0.0090003	0.548986	393	2	-0.45801	0.98069	0.9806	1	17504	0	-0.45801
"394"	"DEPDC1B"	4	0.0047093	0.01374	0.626182	394	1	-0.12094	0.58557	0.58662	1	9677	1	-0.12094
"395"	"NDUFA1"	4	0.0047164	0.013763	0.626182	395	3	-0.2863	0.97307	0.97303	1	17311	0	-0.2863
"396"	"INSM2"	4	0.0047303	0.013803	0.626182	396	2	-0.19082	0.66608	0.66543	1	11157	0	-0.19082
"397"	"PSMD6"	4	0.0047414	0.013829	0.626182	397	3	-0.34726	0.90583	0.9055	1	15839	0	-0.34726
"398"	"IAPP"	4	0.0047683	0.013892	0.627067	398	3	-0.29415	0.3329	0.39391	1	6124	1	-0.29415
"399"	"TJP2"	4	0.0047845	0.01394	0.627626	399	3	-0.31981	0.99796	0.998	1	17921	0	-0.31981
"400"	"GMPR"	4	0.0048478	0.014093	0.632961	400	3	-0.26815	0.52879	0.53692	1	8758	1	-0.26815
"401"	"MYF5"	4	0.0048782	0.014174	0.635002	401	3	-0.28498	0.91034	0.91009	1	15942	0	-0.28498
"402"	"RPLP2"	4	0.0049345	0.014317	0.639851	402	2	-0.18781	0.72006	0.7194	1	12166	0	-0.18781
"403"	"STIP1"	4	0.0049525	0.014362	0.640276	403	3	-0.32463	0.64179	0.64121	1	10695	0	-0.32463
"404"	"ZNF70"	4	0.00499	0.014445	0.642357	404	3	-0.37981	0.77093	0.77045	1	13151	0	-0.37981
"405"	"SLC5A12"	3	0.0050089	0.013838	0.626182	405	3	-0.3223	0.99499	0.99511	1	17824	0	-0.3223
"406"	"SH3RF2"	4	0.0050135	0.014501	0.64326	406	3	-0.33002	0.41811	0.45186	1	7179	1	-0.33002
"407"	"FBXO7"	4	0.0050429	0.014585	0.645116	407	3	-0.26274	0.96898	0.96887	1	17219	0	-0.26274
"408"	"IQGAP1"	4	0.0050578	0.01462	0.645116	408	3	-0.30453	0.60574	0.60555	1	10027	1	-0.30453
"409"	"PCDHB10"	4	0.0051008	0.014725	0.645116	409	3	-0.384	0.9855	0.98557	1	17627	0	-0.384
"410"	"PPP1R7"	4	0.0051033	0.014737	0.645116	410	2	-0.14441	0.82681	0.8262	1	14234	0	-0.14441
"411"	"OR13C9"	2	0.0051152	0.0098228	0.567848	411	2	-0.43861	0.99488	0.99474	1	17820	0	-0.43861
"412"	"ZNF404"	4	0.0051177	0.014769	0.645116	412	3	-0.32441	0.97972	0.97981	1	17478	0	-0.32441
"413"	"MMP13"	4	0.0051318	0.014802	0.645116	413	2	-0.30509	0.73259	0.73213	1	12412	0	-0.30509
"414"	"NCOA6"	4	0.0051596	0.014866	0.645116	414	3	-0.26345	0.98895	0.98909	1	17699	0	-0.26345
"415"	"MAPK4"	4	0.0051687	0.014889	0.645116	415	3	-0.28859	0.92966	0.92939	1	16328	0	-0.28859
"416"	"CPED1"	4	0.0051795	0.014922	0.645116	416	2	-0.32717	0.9671	0.96702	1	17178	0	-0.32717
"417"	"L3HYPDH"	4	0.0051843	0.014935	0.645116	417	2	-0.27017	0.97792	0.97802	1	17425	0	-0.27017
"418"	"MED17"	4	0.0052238	0.015025	0.647451	418	3	-0.38634	0.80965	0.8092	1	13893	0	-0.38634
"419"	"CNTNAP1"	4	0.0052419	0.015074	0.647984	419	2	-0.20005	0.3473	0.40321	1	6288	1	-0.20005
"420"	"TLCD2"	4	0.0052965	0.015211	0.651647	420	3	-0.27798	0.97807	0.97816	1	17429	0	-0.27798
"421"	"ATXN3L"	4	0.0053042	0.015231	0.651647	421	3	-0.29536	0.5224	0.53165	1	8653	1	-0.29536
"422"	"RIMKLB"	4	0.0053285	0.01529	0.652623	422	1	-0.022268	0.81382	0.81338	1	13982	0	-0.022268
"423"	"C6"	4	0.0054457	0.015595	0.6586	423	2	-0.23746	0.89653	0.89619	1	15645	0	-0.23746
"424"	"OTUD4"	4	0.0054675	0.01565	0.6586	424	3	-0.27751	0.96819	0.96807	1	17200	0	-0.27751
"425"	"MINPP1"	4	0.0054948	0.015713	0.6586	425	2	-0.20497	0.6404	0.63982	1	10669	0	-0.20497
"426"	"TOR1B"	4	0.005495	0.015714	0.6586	426	3	-0.3507	0.41796	0.45175	1	7178	1	-0.3507
"427"	"AMER3"	4	0.0054973	0.015719	0.6586	427	1	-0.096345	0.92647	0.92623	1	16267	0	-0.096345
"428"	"TMPRSS11E"	4	0.005499	0.015722	0.6586	428	3	-0.2569	0.96773	0.96764	1	17189	0	-0.2569
"429"	"XPNPEP2"	4	0.0055639	0.015884	0.663859	429	2	-0.23887	0.82711	0.82649	1	14241	0	-0.23887
"430"	"FAM216A"	4	0.0056098	0.015994	0.666922	430	1	0.065872	0.62791	0.62735	1	10442	1	0.065872
"431"	"TMEM199"	4	0.0056284	0.016046	0.667553	431	2	-0.43383	0.98535	0.98541	1	17625	0	-0.43383
"432"	"STX16"	3	0.0056463	0.015514	0.6586	432	1	-0.015777	0.39373	0.40403	1	6864	1	-0.015777
"433"	"MED13L"	4	0.0056741	0.016166	0.67065	433	3	-0.34591	0.37757	0.42356	1	6657	1	-0.34591
"434"	"FOXL1"	4	0.0056862	0.016199	0.67065	434	3	-0.23784	0.83463	0.83408	1	14400	0	-0.23784
